订单ID,订单日期,发货日期,配送方式,区域,省份,客户ID,客户名称,客户类型,产品类别,产品名称,单价,数量,折扣率,销售额,利润,利润率,销售员,支付方式
ORD-202400015,2025-03-17,2025-03-19,自提,华南,厦门,C01157,杨娜娟,教育机构,食品饮料,饼干,137.31,12,0,1647.72,-34.93,-0.0212,赵强,对公转账
ORD-202400112,2025-03-17,2025-03-19,顺丰速运,华北,青岛,C01144,赵杰,个人消费者,办公用品,碎纸机,204.61,3,0.15,521.76,-40.18,-0.077,孙磊,银行卡
ORD-202500885,2025-03-17,2025-03-21,京东物流,华中,武汉,C01080,刘超,个人消费者,办公用品,碎纸机,220.72,11,0,2427.92,653.35,0.2691,陈静,信用卡
ORD-202500114,2025-03-18,2025-03-20,专线物流,西北,西安,C01190,张强敏,教育机构,家居用品,收纳盒,2461.09,43,0.05,100535.53,-2332.42,-0.0232,吴敏,微信支付
ORD-202500761,2025-03-19,2025-03-25,专线物流,西南,昆明,C01189,张磊洋,政府机构,服装鞋帽,外套,1314.32,20,0.3,18400.48,956.82,0.052,孙磊,对公转账
ORD-202500931,2025-03-19,2025-03-24,京东物流,西南,南宁,C01019,朱涛,企业客户,服装鞋帽,T恤,971.33,44,0.2,34190.82,8605.83,0.2517,陈静,支付宝
ORD-202400172,2025-03-20,2025-03-26,专线物流,东北,哈尔滨,C01178,朱伟艳,教育机构,服装鞋帽,背包,1948.99,34,0,66265.66,225.3,0.0034,刘洋,信用卡
ORD-202400959,2025-03-20,2025-03-24,顺丰速运,华北,石家庄,C01131,杨伟强,教育机构,食品饮料,矿泉水,152.9,16,0.3,1712.48,-53.77,-0.0314,刘洋,微信支付
ORD-202500734,2025-03-20,2025-03-26,标准快递,华北,北京,C01056,胡涛,企业客户,服装鞋帽,裤子,1167.18,23,0.15,22818.37,4191.73,0.1837,吴敏,对公转账
ORD-202500204,2025-03-21,2025-03-24,京东物流,西北,乌鲁木齐,C01037,孙洋,企业客户,服装鞋帽,外套,1249.45,24,0.3,20990.76,4042.82,0.1926,赵强,对公转账
ORD-202500510,2025-03-21,2025-03-26,京东物流,西北,银川,C01154,周杰,教育机构,家居用品,暖风机,2549.92,4,0.1,9179.71,585.67,0.0638,吴敏,信用卡
ORD-202400645,2025-03-22,2025-03-29,京东物流,华北,青岛,C01005,孙杰娟,企业客户,食品饮料,果汁,164.2,24,0.25,2955.6,679.2,0.2298,郑丽,微信支付
ORD-202400687,2025-03-22,2025-03-26,专线物流,西北,西安,C01072,周强勇,企业客户,家居用品,收纳盒,839.95,2,0.1,1511.91,386.14,0.2554,张明,微信支付
ORD-202400738,2025-03-22,2025-03-29,顺丰速运,西北,兰州,C01030,王敏,教育机构,电子产品,平板电脑,6169.28,10,0.2,49354.24,4432.01,0.0898,吴敏,微信支付
ORD-202500053,2025-03-22,2025-03-27,专线物流,华中,长沙,C01027,吴芳磊,教育机构,办公用品,文件夹,102.95,46,0.1,4262.13,1418.44,0.3328,刘洋,对公转账
ORD-202500102,2025-03-22,2025-03-28,京东物流,华北,济南,C01052,赵强强,企业客户,家居用品,暖风机,2309.95,17,0,39269.15,3428.2,0.0873,李华,银行卡
ORD-202500602,2025-03-22,2025-03-26,京东物流,东北,长春,C01031,张娟超,企业客户,家居用品,加湿器,1435.33,2,0.1,2583.59,831.66,0.3219,吴敏,微信支付
ORD-202400086,2025-03-23,2025-03-27,京东物流,西北,银川,C01133,黄伟静,教育机构,食品饮料,茶叶,194.82,32,0.2,4987.39,325.68,0.0653,周伟,支付宝
ORD-202500314,2025-03-23,2025-03-24,标准快递,西南,昆明,C01145,赵强,企业客户,服装鞋帽,裤子,601.16,22,0,13225.52,3048.48,0.2305,李华,对公转账
ORD-202500983,2025-03-23,2025-03-25,自提,西南,昆明,C01146,赵娜,企业客户,办公用品,订书机,277.55,47,0.3,9131.4,2705.63,0.2963,吴敏,货到付款
ORD-202400273,2025-03-24,2025-03-30,专线物流,华中,长沙,C01123,吴丽娟,教育机构,食品饮料,坚果零食,176.71,23,0.25,3048.25,210.02,0.0689,赵强,货到付款
ORD-202500380,2025-03-24,2025-03-28,自提,西南,贵阳,C01089,胡超,企业客户,电子产品,笔记本电脑,225.82,29,0.25,4911.59,945.97,0.1926,王芳,货到付款
ORD-202500751,2025-03-24,2025-03-26,专线物流,东北,长春,C01046,王勇强,教育机构,家居用品,扫地机器人,2472.96,16,0,39567.36,11142.17,0.2816,陈静,货到付款
ORD-202400939,2025-03-25,2025-03-28,京东物流,东北,长春,C01059,杨敏超,政府机构,服装鞋帽,外套,587.85,28,0.25,12344.85,3997.26,0.3238,李华,货到付款
ORD-202500129,2025-03-25,2025-03-29,顺丰速运,西北,银川,C01128,陈超,企业客户,电子产品,耳机,671.24,34,0.1,20539.94,-1121.48,-0.0546,郑丽,支付宝
ORD-202500583,2025-03-25,2025-03-28,顺丰速运,华中,南昌,C01014,朱强,教育机构,食品饮料,果汁,94.65,14,0.2,1060.08,-43.78,-0.0413,李华,微信支付
ORD-202400392,2025-03-26,2025-03-28,标准快递,华南,广州,C01155,朱洋芳,政府机构,服装鞋帽,围巾,597.58,10,0,5975.8,-174.49,-0.0292,赵强,货到付款
ORD-202500360,2025-03-26,2025-04-02,顺丰速运,华中,合肥,C01007,孙磊静,企业客户,服装鞋帽,T恤,1883.38,41,0.15,65635.79,13199.36,0.2011,王芳,对公转账
ORD-202500591,2025-03-26,2025-04-01,自提,西北,乌鲁木齐,C01071,黄艳,个人消费者,家居用品,收纳盒,2293.46,13,0,29814.98,5295.14,0.1776,张明,微信支付
ORD-202400072,2025-03-27,2025-03-31,京东物流,东北,哈尔滨,C01036,张强,个人消费者,食品饮料,饼干,106.91,11,0.05,1117.21,291.14,0.2606,吴敏,支付宝
ORD-202500741,2025-03-27,2025-03-31,自提,西南,昆明,C01196,刘勇勇,教育机构,食品饮料,咖啡,14.46,29,0,419.34,95.06,0.2267,王芳,货到付款
ORD-202501000,2025-03-27,2025-03-31,标准快递,华中,长沙,C01089,胡超,企业客户,办公用品,订书机,386.25,46,0.05,16879.12,2623.02,0.1554,郑丽,银行卡
ORD-202400808,2025-03-28,2025-03-29,自提,华北,济南,C01098,徐勇磊,个人消费者,食品饮料,矿泉水,23.06,4,0.25,69.18,-5.29,-0.0765,郑丽,支付宝
ORD-202400875,2025-03-28,2025-04-03,标准快递,华东,上海,C01033,李静,个人消费者,食品饮料,矿泉水,190.87,4,0,763.48,245.99,0.3222,郑丽,微信支付
ORD-202500125,2025-03-28,2025-04-04,专线物流,华北,济南,C01164,周强,教育机构,电子产品,笔记本电脑,2603.22,45,0.2,93715.92,6550.74,0.0699,赵强,对公转账
ORD-202500187,2025-03-28,2025-04-01,京东物流,华中,郑州,C01012,吴强,个人消费者,电子产品,平板电脑,3909.77,15,0.1,52781.9,9833.27,0.1863,周伟,信用卡
ORD-202400777,2025-03-29,2025-04-04,京东物流,华北,青岛,C01198,吴敏,企业客户,电子产品,移动电源,1366.64,2,0.3,1913.3,351.09,0.1835,李华,对公转账
ORD-202400071,2025-03-30,2025-04-04,京东物流,华北,青岛,C01050,杨磊,个人消费者,食品饮料,咖啡,108.2,20,0.2,1731.2,531.13,0.3068,郑丽,货到付款
ORD-202400663,2025-03-30,2025-04-01,顺丰速运,西南,贵阳,C01095,刘丽,企业客户,办公用品,碎纸机,216.84,5,0.2,867.36,279.81,0.3226,吴敏,支付宝
ORD-202500274,2025-03-30,2025-04-01,顺丰速运,东北,大连,C01041,杨杰杰,教育机构,食品饮料,饼干,129.35,39,0.1,4540.18,1327.55,0.2924,李华,信用卡
ORD-202500321,2025-03-30,2025-04-06,专线物流,西北,兰州,C01098,徐勇磊,个人消费者,食品饮料,矿泉水,91.02,26,0.05,2248.19,-16.86,-0.0075,李华,支付宝
ORD-202400928,2025-03-31,2025-04-02,标准快递,西南,贵阳,C01054,朱超芳,个人消费者,办公用品,订书机,455.84,23,0.3,7339.02,1043.61,0.1422,张明,货到付款
ORD-202500164,2025-03-31,2025-04-06,顺丰速运,华中,郑州,C01155,朱洋芳,政府机构,电子产品,平板电脑,4505.63,5,0.1,20275.34,3933.42,0.194,周伟,信用卡
ORD-202500677,2025-03-31,2025-04-03,自提,华北,石家庄,C01076,胡杰,政府机构,服装鞋帽,运动鞋,1856.12,50,0,92806.0,-1085.83,-0.0117,吴敏,对公转账
ORD-202400197,2025-04-01,2025-04-04,自提,华中,南昌,C01076,胡杰,政府机构,服装鞋帽,围巾,1025.91,23,0,23595.93,2765.44,0.1172,李华,支付宝
ORD-202400580,2025-04-01,2025-04-02,专线物流,华中,长沙,C01101,孙涛静,个人消费者,电子产品,智能手机,5333.62,18,0,96005.16,20641.11,0.215,孙磊,支付宝
ORD-202400636,2025-04-01,2025-04-08,顺丰速运,西南,成都,C01074,陈敏娜,政府机构,家居用品,暖风机,2666.78,48,0.15,108804.62,28474.17,0.2617,周伟,货到付款
ORD-202500312,2025-04-01,2025-04-07,京东物流,华南,深圳,C01181,杨洋,企业客户,办公用品,签字笔,117.7,24,0.1,2542.32,-26.69,-0.0105,郑丽,银行卡
ORD-202500568,2025-04-01,2025-04-05,顺丰速运,华东,苏州,C01044,吴强,个人消费者,办公用品,笔记本,118.14,24,0.1,2551.82,294.22,0.1153,孙磊,对公转账
ORD-202400926,2025-04-02,2025-04-09,标准快递,华北,北京,C01066,王超,个人消费者,电子产品,笔记本电脑,4621.89,42,0,194119.38,-11744.22,-0.0605,李华,支付宝
ORD-202500818,2025-04-02,2025-04-04,顺丰速运,西北,乌鲁木齐,C01192,杨芳,企业客户,服装鞋帽,背包,903.39,16,0.05,13731.53,4346.03,0.3165,刘洋,支付宝
ORD-202500781,2025-04-03,2025-04-10,标准快递,华北,北京,C01198,吴敏,企业客户,电子产品,耳机,2162.75,10,0,21627.5,596.92,0.0276,陈静,支付宝
ORD-202500170,2025-04-04,2025-04-08,专线物流,西北,银川,C01186,吴艳,企业客户,食品饮料,茶叶,152.26,45,0,6851.7,1575.89,0.23,李华,对公转账
ORD-202400157,2025-04-05,2025-04-12,专线物流,华北,北京,C01155,朱洋芳,政府机构,服装鞋帽,围巾,1667.34,4,0.1,6002.42,418.37,0.0697,李华,支付宝
ORD-202500447,2025-04-05,2025-04-11,标准快递,华东,宁波,C01196,刘勇勇,教育机构,办公用品,碎纸机,256.85,8,0,2054.8,544.11,0.2648,李华,微信支付
ORD-202400075,2025-04-06,2025-04-09,顺丰速运,华东,苏州,C01096,张杰强,政府机构,电子产品,智能手表,4040.96,16,0.15,54957.06,19097.58,0.3475,陈静,支付宝
ORD-202400178,2025-04-06,2025-04-10,专线物流,华南,东莞,C01022,徐洋磊,企业客户,服装鞋帽,裤子,892.1,44,0.3,27476.68,5421.15,0.1973,赵强,银行卡
ORD-202500515,2025-04-06,2025-04-13,顺丰速运,西南,重庆,C01139,徐磊娜,企业客户,电子产品,平板电脑,4075.51,41,0,167095.91,28322.76,0.1695,王芳,对公转账
ORD-202400035,2025-04-07,2025-04-12,标准快递,华南,厦门,C01165,黄勇,教育机构,电子产品,充电器,6276.65,43,0.25,202421.96,7226.46,0.0357,吴敏,支付宝
ORD-202500383,2025-04-07,2025-04-10,专线物流,西南,昆明,C01139,徐磊娜,企业客户,办公用品,文件夹,287.08,33,0.15,8052.59,-282.65,-0.0351,张明,银行卡
ORD-202500764,2025-04-07,2025-04-10,自提,华中,武汉,C01137,朱洋,个人消费者,服装鞋帽,T恤,1452.85,43,0.2,49978.04,6132.31,0.1227,孙磊,信用卡
ORD-202400609,2025-04-08,2025-04-12,京东物流,华南,广州,C01034,吴静,个人消费者,服装鞋帽,背包,74.22,47,0.15,2965.09,971.07,0.3275,赵强,银行卡
ORD-202400724,2025-04-08,2025-04-11,标准快递,西北,兰州,C01015,刘洋杰,企业客户,家居用品,扫地机器人,174.59,42,0.1,6599.5,299.62,0.0454,郑丽,对公转账
ORD-202500196,2025-04-08,2025-04-10,京东物流,西南,成都,C01165,黄勇,教育机构,食品饮料,乳制品,48.73,24,0.2,935.62,143.52,0.1534,王芳,银行卡
ORD-202500342,2025-04-08,2025-04-12,顺丰速运,西南,成都,C01175,陈娜,企业客户,服装鞋帽,运动鞋,825.24,33,0.05,25871.27,-936.54,-0.0362,赵强,支付宝
ORD-202500943,2025-04-08,2025-04-10,标准快递,华东,杭州,C01017,吴杰,企业客户,食品饮料,矿泉水,79.73,35,0.1,2511.5,-244.12,-0.0972,孙磊,银行卡
ORD-202500753,2025-04-09,2025-04-13,标准快递,西北,西安,C01038,李杰,政府机构,食品饮料,乳制品,187.82,16,0.15,2554.35,340.24,0.1332,张明,银行卡
ORD-202400215,2025-04-10,2025-04-14,京东物流,华北,济南,C01118,黄磊,个人消费者,电子产品,移动电源,6204.38,47,0,291605.86,66748.58,0.2289,孙磊,支付宝
ORD-202400417,2025-04-10,2025-04-14,京东物流,西南,成都,C01076,胡杰,政府机构,办公用品,文件夹,206.53,7,0.25,1084.28,-73.08,-0.0674,孙磊,支付宝
ORD-202400167,2025-04-11,2025-04-14,标准快递,华东,合肥,C01106,徐磊静,政府机构,服装鞋帽,裤子,1335.6,2,0,2671.2,372.63,0.1395,孙磊,支付宝
ORD-202400115,2025-04-12,2025-04-14,京东物流,西南,南宁,C01158,黄磊丽,政府机构,家居用品,空气净化器,2796.17,21,0,58719.57,4509.66,0.0768,陈静,对公转账
ORD-202400294,2025-04-12,2025-04-13,标准快递,华北,青岛,C01032,周超芳,企业客户,家居用品,空气净化器,1124.01,30,0.25,25290.23,1987.81,0.0786,陈静,微信支付
ORD-202500234,2025-04-12,2025-04-17,自提,西南,贵阳,C01124,胡娜娟,教育机构,食品饮料,坚果零食,167.32,17,0.1,2560.0,436.22,0.1704,张明,银行卡
ORD-202500622,2025-04-12,2025-04-13,自提,华北,石家庄,C01107,周娜强,教育机构,电子产品,智能手表,4735.1,5,0.2,18940.4,5176.41,0.2733,郑丽,对公转账
ORD-202500910,2025-04-12,2025-04-17,专线物流,西南,昆明,C01151,孙强,个人消费者,服装鞋帽,围巾,802.69,40,0.3,22475.32,3611.78,0.1607,王芳,对公转账
ORD-202500978,2025-04-12,2025-04-15,专线物流,东北,长春,C01189,张磊洋,政府机构,办公用品,碎纸机,284.97,12,0,3419.64,-78.99,-0.0231,刘洋,信用卡
ORD-202400717,2025-04-13,2025-04-17,专线物流,华东,宁波,C01044,吴强,个人消费者,家居用品,台灯,1068.32,14,0.1,13460.83,-251.72,-0.0187,郑丽,银行卡
ORD-202500501,2025-04-13,2025-04-17,标准快递,西南,重庆,C01028,周敏,个人消费者,食品饮料,坚果零食,113.48,19,0.05,2048.31,-133.14,-0.065,郑丽,支付宝
ORD-202500731,2025-04-13,2025-04-20,顺丰速运,华中,武汉,C01186,吴艳,企业客户,食品饮料,咖啡,150.61,20,0.25,2259.15,732.87,0.3244,郑丽,对公转账
ORD-202500801,2025-04-13,2025-04-19,标准快递,华南,深圳,C01048,马洋涛,企业客户,食品饮料,乳制品,144.29,14,0.3,1414.04,275.6,0.1949,王芳,银行卡
ORD-202400980,2025-04-15,2025-04-17,京东物流,东北,大连,C01006,黄艳,企业客户,家居用品,电风扇,1486.84,47,0,69881.48,13375.32,0.1914,王芳,微信支付
ORD-202400995,2025-04-16,2025-04-18,顺丰速运,东北,长春,C01179,黄洋,个人消费者,家居用品,收纳盒,2488.63,4,0,9954.52,-469.85,-0.0472,张明,信用卡
ORD-202500080,2025-04-16,2025-04-18,标准快递,华北,北京,C01141,黄静静,政府机构,食品饮料,果汁,107.58,23,0.1,2226.91,-104.22,-0.0468,周伟,银行卡
ORD-202500262,2025-04-16,2025-04-21,京东物流,华中,合肥,C01082,张静,政府机构,办公用品,订书机,197.57,36,0,7112.52,386.21,0.0543,王芳,信用卡
ORD-202500862,2025-04-16,2025-04-21,专线物流,东北,长春,C01073,胡静,企业客户,家居用品,空气净化器,1930.8,39,0.15,64006.02,13818.9,0.2159,周伟,信用卡
ORD-202400379,2025-04-17,2025-04-23,京东物流,西南,成都,C01125,刘涛强,教育机构,办公用品,白板,38.34,7,0.05,254.96,57.75,0.2265,王芳,银行卡
ORD-202500107,2025-04-18,2025-04-25,京东物流,东北,长春,C01025,李勇,个人消费者,电子产品,智能手机,484.81,42,0,20362.02,1020.14,0.0501,吴敏,对公转账
ORD-202500261,2025-04-18,2025-04-23,京东物流,东北,哈尔滨,C01157,杨娜娟,教育机构,电子产品,笔记本电脑,1837.36,46,0.1,76066.7,-38.03,-0.0005,郑丽,货到付款
ORD-202500263,2025-04-18,2025-04-25,专线物流,西北,银川,C01009,杨芳静,政府机构,家居用品,电风扇,2102.24,44,0.15,78623.78,1187.22,0.0151,吴敏,支付宝
ORD-202500946,2025-04-18,2025-04-19,标准快递,东北,长春,C01180,刘丽,个人消费者,服装鞋帽,外套,1376.95,1,0.2,1101.56,16.96,0.0154,郑丽,对公转账
ORD-202400147,2025-04-19,2025-04-25,顺丰速运,西北,银川,C01071,黄艳,个人消费者,服装鞋帽,裤子,1655.55,16,0.2,21191.04,1182.46,0.0558,李华,货到付款
ORD-202400643,2025-04-19,2025-04-21,京东物流,华东,上海,C01171,刘强,政府机构,家居用品,空气净化器,921.5,41,0.2,30225.2,-1332.93,-0.0441,王芳,信用卡
ORD-202400729,2025-04-19,2025-04-25,自提,华南,福州,C01120,赵娜涛,个人消费者,家居用品,加湿器,1596.02,42,0.25,50274.63,-3127.08,-0.0622,吴敏,支付宝
ORD-202500240,2025-04-19,2025-04-25,自提,华南,广州,C01073,胡静,企业客户,食品饮料,咖啡,65.72,9,0.15,502.76,124.68,0.248,周伟,对公转账
ORD-202400787,2025-04-20,2025-04-27,自提,西南,昆明,C01175,陈娜,企业客户,家居用品,台灯,208.72,31,0.1,5823.29,984.14,0.169,赵强,银行卡
ORD-202400829,2025-04-20,2025-04-22,自提,华北,青岛,C01149,刘芳,政府机构,办公用品,订书机,348.78,46,0.2,12835.1,1452.93,0.1132,郑丽,货到付款
ORD-202500459,2025-04-20,2025-04-24,顺丰速运,华南,深圳,C01162,黄强静,政府机构,食品饮料,坚果零食,190.08,9,0.1,1539.65,110.39,0.0717,陈静,信用卡
ORD-202400137,2025-04-21,2025-04-24,京东物流,华南,佛山,C01076,胡杰,政府机构,服装鞋帽,围巾,1551.19,45,0,69803.55,13081.19,0.1874,赵强,对公转账
ORD-202400526,2025-04-21,2025-04-27,专线物流,东北,沈阳,C01090,胡磊,政府机构,家居用品,扫地机器人,1857.46,27,0.15,42628.71,-3388.98,-0.0795,赵强,货到付款
ORD-202500480,2025-04-21,2025-04-28,自提,华南,佛山,C01071,黄艳,个人消费者,食品饮料,饼干,33.92,29,0.1,885.31,-45.59,-0.0515,赵强,银行卡
ORD-202400819,2025-04-23,2025-04-28,标准快递,西北,乌鲁木齐,C01042,胡勇,企业客户,服装鞋帽,帽子,1927.98,40,0.1,69407.28,6135.6,0.0884,张明,信用卡
ORD-202400905,2025-04-23,2025-04-25,标准快递,华中,武汉,C01169,周勇静,政府机构,食品饮料,果汁,109.51,16,0.05,1664.55,-38.78,-0.0233,周伟,支付宝
ORD-202500689,2025-04-23,2025-04-24,标准快递,华东,合肥,C01088,陈涛勇,企业客户,电子产品,智能手机,5313.2,16,0.15,72259.52,4003.18,0.0554,孙磊,银行卡
ORD-202500852,2025-04-23,2025-04-24,标准快递,西南,贵阳,C01041,杨杰杰,教育机构,服装鞋帽,背包,384.48,6,0.15,1960.85,-147.65,-0.0753,刘洋,货到付款
ORD-202500077,2025-04-24,2025-05-01,京东物流,华中,长沙,C01081,徐磊丽,个人消费者,食品饮料,矿泉水,70.07,38,0.25,1996.99,262.2,0.1313,吴敏,货到付款
ORD-202500104,2025-04-24,2025-04-27,标准快递,华中,南昌,C01108,徐娟,政府机构,食品饮料,坚果零食,93.87,36,0,3379.32,1118.22,0.3309,郑丽,微信支付
ORD-202500118,2025-04-24,2025-04-30,专线物流,华中,郑州,C01181,杨洋,企业客户,电子产品,笔记本电脑,2894.09,33,0.05,90729.72,5171.59,0.057,孙磊,信用卡
ORD-202500530,2025-04-25,2025-04-26,标准快递,华北,石家庄,C01025,李勇,个人消费者,服装鞋帽,背包,1422.88,29,0.05,39200.34,6907.1,0.1762,王芳,货到付款
ORD-202400121,2025-04-27,2025-05-04,顺丰速运,东北,沈阳,C01081,徐磊丽,个人消费者,家居用品,电风扇,645.8,21,0.2,10849.44,1480.95,0.1365,孙磊,信用卡
ORD-202400590,2025-04-27,2025-05-02,自提,华东,杭州,C01025,李勇,个人消费者,家居用品,台灯,541.58,4,0.1,1949.69,525.05,0.2693,王芳,对公转账
ORD-202500351,2025-04-27,2025-04-29,京东物流,西北,银川,C01019,朱涛,企业客户,办公用品,碎纸机,66.81,48,0.3,2244.82,234.58,0.1045,张明,银行卡
ORD-202500606,2025-04-27,2025-04-29,标准快递,华东,杭州,C01023,刘娜强,教育机构,办公用品,碎纸机,186.55,44,0.1,7387.38,1475.26,0.1997,刘洋,微信支付
ORD-202400130,2025-04-28,2025-04-29,自提,西北,兰州,C01122,李涛洋,教育机构,电子产品,耳机,7824.39,11,0.15,73158.05,14178.03,0.1938,赵强,货到付款
ORD-202400745,2025-04-28,2025-05-05,顺丰速运,东北,大连,C01034,吴静,个人消费者,服装鞋帽,运动鞋,600.79,48,0,28837.92,5773.35,0.2002,王芳,微信支付
ORD-202400429,2025-04-29,2025-05-06,自提,华东,杭州,C01081,徐磊丽,个人消费者,食品饮料,坚果零食,29.49,41,0.25,906.82,127.23,0.1403,刘洋,银行卡
ORD-202400607,2025-04-29,2025-05-06,顺丰速运,华中,郑州,C01149,刘芳,政府机构,电子产品,充电器,3453.48,16,0.05,52492.9,2482.91,0.0473,王芳,对公转账
ORD-202500101,2025-04-29,2025-05-02,京东物流,华南,福州,C01153,陈勇磊,个人消费者,食品饮料,坚果零食,81.63,7,0.1,514.27,161.53,0.3141,郑丽,微信支付
ORD-202500470,2025-04-29,2025-04-30,自提,华东,苏州,C01081,徐磊丽,个人消费者,办公用品,签字笔,126.82,21,0.05,2530.06,783.31,0.3096,孙磊,银行卡
ORD-202500527,2025-04-29,2025-05-06,自提,东北,长春,C01090,胡磊,政府机构,服装鞋帽,背包,241.11,45,0.3,7594.97,1360.26,0.1791,周伟,支付宝
ORD-202500857,2025-04-29,2025-05-05,标准快递,华东,杭州,C01196,刘勇勇,教育机构,家居用品,加湿器,1703.38,20,0.3,23847.32,1943.56,0.0815,孙磊,微信支付
ORD-202400297,2025-04-30,2025-05-02,京东物流,西北,兰州,C01079,徐杰丽,教育机构,服装鞋帽,背包,66.5,17,0.3,791.35,207.57,0.2623,周伟,信用卡
ORD-202400568,2025-04-30,2025-05-03,标准快递,华南,厦门,C01136,张磊静,企业客户,食品饮料,矿泉水,59.89,29,0.15,1476.29,303.08,0.2053,孙磊,支付宝
ORD-202400753,2025-04-30,2025-05-03,顺丰速运,华北,济南,C01171,刘强,政府机构,家居用品,台灯,820.07,46,0.15,32064.74,1997.63,0.0623,孙磊,微信支付
ORD-202500089,2025-04-30,2025-05-05,顺丰速运,华东,苏州,C01075,吴涛,政府机构,家居用品,加湿器,354.88,2,0.3,496.83,102.35,0.206,孙磊,对公转账
ORD-202500206,2025-04-30,2025-05-01,标准快递,华北,太原,C01052,赵强强,企业客户,家居用品,收纳盒,1427.37,1,0.1,1284.63,277.09,0.2157,吴敏,对公转账
ORD-202500301,2025-04-30,2025-05-06,京东物流,西南,贵阳,C01079,徐杰丽,教育机构,办公用品,文件夹,466.76,31,0.1,13022.6,871.21,0.0669,陈静,货到付款
ORD-202500387,2025-04-30,2025-05-02,标准快递,东北,哈尔滨,C01128,陈超,企业客户,家居用品,台灯,954.25,12,0.15,9733.35,2877.18,0.2956,刘洋,微信支付
ORD-202500536,2025-04-30,2025-05-01,京东物流,华北,太原,C01171,刘强,政府机构,服装鞋帽,围巾,873.4,5,0,4367.0,79.48,0.0182,周伟,信用卡
ORD-202500232,2025-05-01,2025-05-03,标准快递,华中,合肥,C01083,李娟洋,个人消费者,办公用品,笔记本,284.07,43,0.3,8550.51,2613.04,0.3056,陈静,货到付款
ORD-202500505,2025-05-02,2025-05-04,专线物流,华东,上海,C01006,黄艳,企业客户,电子产品,充电器,1916.68,38,0.25,54625.38,1250.92,0.0229,李华,信用卡
ORD-202500658,2025-05-03,2025-05-07,自提,华北,天津,C01166,徐娟洋,个人消费者,食品饮料,咖啡,89.31,9,0,803.79,202.15,0.2515,赵强,信用卡
ORD-202500938,2025-05-03,2025-05-06,京东物流,西南,南宁,C01094,赵丽超,政府机构,电子产品,智能手表,474.49,46,0.1,19643.89,4410.05,0.2245,李华,微信支付
ORD-202500538,2025-05-04,2025-05-05,顺丰速运,东北,大连,C01077,王超,政府机构,服装鞋帽,裤子,275.91,3,0.05,786.34,-7.0,-0.0089,周伟,货到付款
ORD-202400159,2025-05-05,2025-05-07,京东物流,西北,兰州,C01137,朱洋,个人消费者,食品饮料,咖啡,111.76,50,0.1,5029.2,358.58,0.0713,刘洋,银行卡
ORD-202400259,2025-05-05,2025-05-06,标准快递,华东,南京,C01140,张敏磊,企业客户,食品饮料,咖啡,85.59,42,0.25,2696.09,32.62,0.0121,陈静,信用卡
ORD-202400630,2025-05-05,2025-05-06,京东物流,华南,福州,C01115,马强,个人消费者,服装鞋帽,T恤,650.76,26,0.3,11843.83,3297.32,0.2784,陈静,支付宝
ORD-202500586,2025-05-05,2025-05-06,专线物流,华北,石家庄,C01038,李杰,政府机构,家居用品,空气净化器,2768.3,11,0,30451.3,10548.33,0.3464,张明,银行卡
ORD-202400260,2025-05-06,2025-05-11,专线物流,东北,长春,C01082,张静,政府机构,办公用品,订书机,253.68,25,0.1,5707.8,-109.02,-0.0191,张明,微信支付
ORD-202500115,2025-05-06,2025-05-09,标准快递,华北,青岛,C01179,黄洋,个人消费者,电子产品,耳机,3969.06,43,0.1,153602.62,11673.8,0.076,周伟,信用卡
ORD-202500397,2025-05-06,2025-05-13,专线物流,东北,沈阳,C01180,刘丽,个人消费者,服装鞋帽,T恤,1343.85,21,0.25,21165.64,3244.69,0.1533,周伟,对公转账
ORD-202400813,2025-05-07,2025-05-13,自提,西南,贵阳,C01150,吴杰超,教育机构,家居用品,收纳盒,438.89,3,0,1316.67,-55.96,-0.0425,陈静,对公转账
ORD-202400992,2025-05-07,2025-05-13,自提,华中,合肥,C01141,黄静静,政府机构,办公用品,文件夹,402.06,42,0.05,16042.19,1161.45,0.0724,孙磊,对公转账
ORD-202400400,2025-05-08,2025-05-14,标准快递,华南,厦门,C01095,刘丽,企业客户,服装鞋帽,背包,52.34,50,0.15,2224.45,300.08,0.1349,孙磊,货到付款
ORD-202500612,2025-05-08,2025-05-12,标准快递,华中,武汉,C01168,刘杰艳,教育机构,服装鞋帽,围巾,1195.96,46,0.05,52263.45,15835.83,0.303,王芳,银行卡
ORD-202400106,2025-05-09,2025-05-11,自提,东北,长春,C01124,胡娜娟,教育机构,办公用品,签字笔,41.12,4,0,164.48,16.09,0.0978,陈静,微信支付
ORD-202500923,2025-05-09,2025-05-12,标准快递,华中,合肥,C01174,王丽强,企业客户,家居用品,收纳盒,965.14,27,0.3,18241.15,773.42,0.0424,张明,支付宝
ORD-202400183,2025-05-10,2025-05-17,标准快递,华东,南京,C01118,黄磊,个人消费者,办公用品,文件夹,361.85,32,0.3,8105.44,1438.72,0.1775,刘洋,微信支付
ORD-202400784,2025-05-10,2025-05-11,顺丰速运,华中,长沙,C01143,黄伟,政府机构,电子产品,平板电脑,4454.9,38,0,169286.2,1828.29,0.0108,郑丽,银行卡
ORD-202500006,2025-05-10,2025-05-11,顺丰速运,华东,南京,C01129,李强,企业客户,电子产品,平板电脑,117.41,23,0.1,2430.39,805.43,0.3314,周伟,银行卡
